Company Name,Lead Partner,Primary Investor Type,Primary Industry Sector
Diafir,Bertrand Distinguin,Venture Capital,Healthcare
Diafir,Laurent Calvez,Angel (individual),Healthcare
Diafir,Xiang-Hua Zhang,Angel (individual),Healthcare
Genkyotex,Claudio Nessi,Venture Capital,Healthcare
Genkyotex,Stéphane Verdood,Venture Capital,Healthcare
IN'OYA Laboratoire,Armand Perrin,Venture Capital,Consumer Products and Services (B2C)
Editag,Sauveur Cascone,Venture Capital,Information Technology
Goodeed,Jean-Pierre Chessé,Venture Capital,Business Products and Services (B2B)
Orphalan,Kaasim Mahmood,Venture Capital,Healthcare
Orphalan,Alain Rodermann,Angel (individual),Healthcare
The Assets,Alexandre Mironesco,Angel (individual),Business Products and Services (B2B)
Happn,Charles Letourneur,Venture Capital,Information Technology
Happn,Fabrice Grinda,Angel (individual),Information Technology
Happn,Paul Holliman,Angel (individual),Information Technology
Chipsmarket,Olivier Dubuisson,Venture Capital,Information Technology
QOS Energy,Jérôme Guéret,Venture Capital,Information Technology
Ynsect,Matthieu Vermersch,Venture Capital,Materials and Resources
BliNK Biomedical,Thierry Laugel,Venture Capital,Healthcare
Agorize,Christian Siegele,Venture Capital,Information Technology
Easybike,Jean-Marc Bally,Venture Capital,Consumer Products and Services (B2C)
Trainline (UK),Jeremy Uzan,Venture Capital,Information Technology
Trainline (UK),Martin Mignot,Venture Capital,Information Technology
Trainline (UK),Xavier Niel,Angel (individual),Information Technology
Neowave,Armand Perrin,Venture Capital,Information Technology
Target First,Gerard Keraval,Angel (individual),Information Technology
Target First,John Queffélec,Angel (individual),Information Technology
Doctolib,Olivier Occelli,Venture Capital,Healthcare
Lydia,Harold Mechelynck,Angel (individual),Information Technology
Lydia,Jean Zurstrassen,Angel (individual),Information Technology
Lydia,Cyril Bertrand,Venture Capital,Information Technology
Qualtera,Marc Fournier,Venture Capital,Business Products and Services (B2B)
MonEden,Jean-Baptiste Cuisinier,Venture Capital,Consumer Products and Services (B2C)
Finexkap,John Donovan,Angel (individual),Information Technology
Finexkap,Alexandre Azoulay,Venture Capital,Information Technology
easyLi,Joel Mazet,Venture Capital,Energy
Feeligreen,Vincent Deltrieu,Venture Capital,Healthcare
Intersec,Guillaume Dhee,Venture Capital,Information Technology
Intersec,Laurence Garrett,Venture Capital,Information Technology
Intersec,Jérôme Faul,Venture Capital,Information Technology
Menlook Group,Dominique Rencurel,Venture Capital,Consumer Products and Services (B2C)
Menlook Group,Philippe Collombel,Venture Capital,Consumer Products and Services (B2C)
October,Philippe Collombel,Venture Capital,Financial Services
Carlina Technologies,Bertrand Distinguin,Venture Capital,Healthcare
Agence42,Stephane Traumat,Venture Capital,Business Products and Services (B2B)
Remix Community,Alexandre Battle,Angel (individual),Business Products and Services (B2B)
Remix Community,Evelyne Kuoh,Angel (individual),Business Products and Services (B2B)
Remix Community,Florian Sauvin,Angel (individual),Business Products and Services (B2B)
Remix Community,Olfa Zorgati,Angel (individual),Business Products and Services (B2B)
Bonitasoft,Philippe Granger,Venture Capital,Information Technology
Bonitasoft,Claire Houry,Venture Capital,Information Technology
PreCouture,Céline Lippi,Venture Capital,Consumer Products and Services (B2C)
Pharmaleads,Jean-Pierre Kinet,Venture Capital,Healthcare
Clustree,Raffi Kamber,Venture Capital,Business Products and Services (B2B)
Clustree,Xavier Niel,Angel (individual),Business Products and Services (B2B)
Key Neurosciences,Giacomo Bastianelli,Venture Capital,Business Products and Services (B2B)
Adikteev,Cyril Vermeulen,Angel (individual),Business Products and Services (B2B)
Adikteev,Christophe Raynaud,Venture Capital,Business Products and Services (B2B)
Adikteev,Marc Sounigo,Angel (individual),Business Products and Services (B2B)
Adikteev,Philippe Besnard,Angel (individual),Business Products and Services (B2B)
Adikteev,Thomas Pasquet,Angel (individual),Business Products and Services (B2B)
Commanders Act,Rodolphe Menegaux,Venture Capital,Information Technology
Praditus,Didier Piccino,Venture Capital,Information Technology
Élues Locales,Patrick Malka,Venture Capital,Information Technology
Akeneo,Guillaume Aubin,Venture Capital,Information Technology
CogniK,Vincent Tauzia,Angel (individual),Business Products and Services (B2B)
Argosim,Laurent Kott,Venture Capital,Information Technology
Lineazen,Jerome Samson,Venture Capital,Materials and Resources
MyFeelBack,Herve Didier,Angel (individual),Information Technology
MyFeelBack,Jean-Philippe Baert,Angel (individual),Information Technology
Wizbii,Guillaume Dupont,Venture Capital,Consumer Products and Services (B2C)
Wizbii,Laurent Metzger,Angel (individual),Consumer Products and Services (B2C)
Wizbii,Michel Meyer,Angel (individual),Consumer Products and Services (B2C)
Alizé Pharma,Gilles Alberici,Venture Capital,Healthcare
Vapio,Raffi Kamber,Venture Capital,Information Technology
Vapio,Frank Zorn,Angel (individual),Information Technology
Primo1D,Nicolas Boulay,Venture Capital,Information Technology
Be-Bound,Gonzague De Blignières,Angel (individual),Information Technology
ChicTypes,Pascal Cagni,Angel (individual),Consumer Products and Services (B2C)
ChicTypes,Pierre Kosciusko Morizet,Angel (individual),Consumer Products and Services (B2C)
Homerez,David Roche,Angel (individual),Consumer Products and Services (B2C)
Homerez,Nicolas Brumelot,Angel (individual),Consumer Products and Services (B2C)
Homerez,Pablo Szefner,Angel (individual),Consumer Products and Services (B2C)
Oledcomm,Julien Le Drogo,Venture Capital,Information Technology
Origin Investing,Alexandre Azoulay,Venture Capital,Information Technology
Keycoopt,Jean Roquette,Angel (individual),Business Products and Services (B2B)
Keycoopt,Letartre Bertrand,Angel (individual),Business Products and Services (B2B)
Keycoopt,Lucien Lesaffre,Angel (individual),Business Products and Services (B2B)
BlaBlaCar,Philippe Botteri,Venture Capital,Consumer Products and Services (B2C)
BlaBlaCar,Dominique Vidal,Venture Capital,Consumer Products and Services (B2C)
BlaBlaCar,Jean-David Chamboredon,Venture Capital,Consumer Products and Services (B2C)
Netconstat,Jérémie Berrebi,Angel (individual),Information Technology
Netconstat,Xavier Niel,Venture Capital,Information Technology
Demeta,Alexandre Ouimet-Storrs,Venture Capital,Materials and Resources
KelDoc,Jeremy Uzan,Venture Capital,Healthcare
KelDoc,Pascal Mercier,Angel (individual),Healthcare
Sabella,Eric Marty,Venture Capital,Energy
Zoomici,Isabelle Bou Antoun,Venture Capital,Consumer Products and Services (B2C)
Advae,Nicolas Louvet,Venture Capital,Information Technology
Tellmeplus,Christophe Dumoulin,Angel (individual),Information Technology
Demander Justice,Jean-Marc Patouillaud,Venture Capital,Consumer Products and Services (B2C)
Alzprotect,Philippe Moons,Venture Capital,Healthcare
MesMateriaux.com,Hugues Joubert,Venture Capital,Consumer Products and Services (B2C)
TextMaster,Rodolphe Menegaux,Venture Capital,Business Products and Services (B2B)
Deezer,Xavier Niel,Angel (individual),Information Technology
Prestodiag,Catherine Boule,Venture Capital,Healthcare
Prestodiag,Karl Naim,Angel (individual),Healthcare
Cozy (Systems and Information Management),Jérôme Faul,Venture Capital,Information Technology
Cozy (Systems and Information Management),Patrick Bertrand,Angel (individual),Information Technology
Platform.sh,Guillaume Aubin,Venture Capital,Information Technology
Platform.sh,Justin Ziegler,Angel (individual),Information Technology
ActiveEon,John Queffélec,Angel (individual),Information Technology
Delfmems,Helene Cannard,Venture Capital,Information Technology
Delfmems,André Vandemeulebroecke,Venture Capital,Information Technology
TVTY,Francois Tison,Venture Capital,Business Products and Services (B2B)
TVTY,Philippe Collombel,Venture Capital,Business Products and Services (B2B)
Fabentech,Franck Lescure,Venture Capital,Healthcare
Fabentech,Franck Lescure,Venture Capital,Healthcare
Fabentech,Gwenaël Hamon,Venture Capital,Healthcare
Fabentech,Mathieu Viallard,Venture Capital,Healthcare
Fabentech,Guillaume Hemmerle,Venture Capital,Healthcare
PeopleDoc,Philippe Botteri,Venture Capital,Information Technology
PeopleDoc,Charles Letourneur,Venture Capital,Information Technology
Wheretoget,Guillaume Aubin,Venture Capital,Consumer Products and Services (B2C)
Wheretoget,Fabrice Grinda,Angel (individual),Consumer Products and Services (B2C)
Wheretoget,Jean-Francois Caillard,Angel (individual),Consumer Products and Services (B2C)
Wheretoget,Jose Marin,Angel (individual),Consumer Products and Services (B2C)
Wheretoget,Louis Chevant,Angel (individual),Consumer Products and Services (B2C)
Wheretoget,Serge Alleyne,Angel (individual),Consumer Products and Services (B2C)
Wheretoget,Virginie Gretz,Angel (individual),Consumer Products and Services (B2C)
Orega Biotech,Isabelle Bou Antoun,Venture Capital,Healthcare
Symbio (Alternative Energy Equipment),Thomas Balland,Venture Capital,Energy
Drivy (Automotive),Jeremy Uzan,Venture Capital,Consumer Products and Services (B2C)
Drivy (Automotive),Martin Mignot,Venture Capital,Consumer Products and Services (B2C)
Enterome,Johan Kordel,Venture Capital,Healthcare
Enterome,Isabelle de Cremoux,Venture Capital,Healthcare
Twenga,Alain Tingaud,Venture Capital,Business Products and Services (B2B)
Twenga,Nicolas Autret,Venture Capital,Business Products and Services (B2B)
Celenys,Bruno Guicheux,Venture Capital,Healthcare
Amoeba,Franck Lescure,Venture Capital,Healthcare
Amoeba,Jacques Dancer,Venture Capital,Healthcare
OUAT Entertainment,Bruno Deschamps,Venture Capital,Information Technology
OUAT Entertainment,Xavier Niel,Venture Capital,Information Technology
Voluntis,Emilie Lidome,Venture Capital,Healthcare
Voluntis,Franck Noiret,Venture Capital,Healthcare
Voluntis,Olivier Dubuisson,Venture Capital,Healthcare
Voluntis,Alain Parthoens,Venture Capital,Healthcare
Eklo Hotels,Paul Dubrule,Angel (individual),Consumer Products and Services (B2C)
SmartAngels,Xavier Lazarus,Venture Capital,Financial Services
SmartAngels,Jacques-Antoine Granjon,Angel (individual),Financial Services
SmartAngels,Marc Simoncini,Angel (individual),Financial Services
SmartAngels,Olivier Mathiot,Angel (individual),Financial Services
SmartAngels,Pierre Kosciusko Morizet,Angel (individual),Financial Services
SmartAngels,Xavier Niel,Angel (individual),Financial Services
WeCook WeCare,Catherine Ball,Venture Capital,Consumer Products and Services (B2C)
E-Loue,Olivier Schatz,Angel (individual),Information Technology
E-Loue,Patrick Hoffstette,Angel (individual),Information Technology
E-Loue,Philippe Brizon,Angel (individual),Information Technology
Seiza,Dana Stalder,Venture Capital,Business Products and Services (B2B)
Seiza,Xavier Lorphelin,Venture Capital,Business Products and Services (B2B)
Annapurna Therapeutics,Chahra Louafi,Angel (individual),Healthcare
Annapurna Therapeutics,Francois Thomas,Angel (individual),Healthcare
Annapurna Therapeutics,Gianni Gromo,Angel (individual),Healthcare
Annapurna Therapeutics,Thomas Woiwode,Venture Capital,Healthcare
Atlanthera,Bertrand Distinguin,Venture Capital,Healthcare
Sunpartner Technologies,Roland Rémondet,Venture Capital,Energy
Sunpartner Technologies,Guillaume Hemmerle,Venture Capital,Energy
FittingBox,Michel Desbard,Venture Capital,Information Technology
ROK Solution,Alain Portmann,Angel (individual),Information Technology
ROK Solution,Fausto Geromel,Angel (individual),Information Technology
ROK Solution,Jean-Christophe Lorrain,Angel (individual),Information Technology
ROK Solution,Olivier Vaysse,Angel (individual),Information Technology
ROK Solution,Pierre Schick,Angel (individual),Information Technology
ROK Solution,Emmanuel Gaude,Venture Capital,Information Technology
ROK Solution,Xavier Leveugle,Angel (individual),Information Technology
Kalray,Jacques Dancer,Venture Capital,Information Technology
SP3H,Jean Francois Fourt,Venture Capital,Information Technology
PhotoAlto,Laurent Drion,Venture Capital,Business Products and Services (B2B)
Régime Dukan,Marie-Christine Levet,Venture Capital,Healthcare
Shoptimise,Amaury Amaury,Angel (individual),Information Technology
Shoptimise,Karim Helal,Angel (individual),Information Technology
AlloMedia,Eduardo Ronzano,Angel (individual),Information Technology
PopUp Immo,Moshe Koyfman,Venture Capital,Business Products and Services (B2B)
SigFox (Telecommunications Service Providers),Philippe Gire,Venture Capital,Information Technology
SigFox (Telecommunications Service Providers),Jean-Marc Patouillaud,Venture Capital,Information Technology
Cook Angels,Samantha Jérusalmy,Venture Capital,Consumer Products and Services (B2C)
Cook Angels,Olivier Mathiot,Angel (individual),Consumer Products and Services (B2C)
Cook Angels,Paul Biondi,Angel (individual),Consumer Products and Services (B2C)
Mailjet,Raffi Kamber,Venture Capital,Information Technology
Taqt,Gastón Bilder,Angel (individual),Information Technology
Inotrem,Graziano Seghezzi,Venture Capital,Healthcare
MonsieurDrive,Lara Rouyres,Angel (individual),Business Products and Services (B2B)
Linkfluence,Dominique Rencurel,Venture Capital,Information Technology
PrestaShop,Marc Fournier,Venture Capital,Information Technology
1001Pharmacies,Fabrice Couturier,Angel (individual),Consumer Products and Services (B2C)
1001Pharmacies,Jean Bego,Angel (individual),Consumer Products and Services (B2C)
1001Pharmacies,Marc Adamowicz,Angel (individual),Consumer Products and Services (B2C)
1001Pharmacies,Olivier Mathiot,Angel (individual),Consumer Products and Services (B2C)
1001Pharmacies,Sebastian Steinmetz,Angel (individual),Consumer Products and Services (B2C)
Link Care Services,Didier Moret,Venture Capital,Healthcare
SeFaireAider.com,Alain de Mendonça,Angel (individual),Consumer Products and Services (B2C)
SeFaireAider.com,Amal Amar,Angel (individual),Consumer Products and Services (B2C)
SeFaireAider.com,André Saint-Mleux,Angel (individual),Consumer Products and Services (B2C)
SeFaireAider.com,Claude Léoni,Angel (individual),Consumer Products and Services (B2C)
SeFaireAider.com,Gilles Blanchard,Angel (individual),Consumer Products and Services (B2C)
SeFaireAider.com,Luc Lechelle,Angel (individual),Consumer Products and Services (B2C)
SeFaireAider.com,Patrice Pichet,Angel (individual),Consumer Products and Services (B2C)
SeFaireAider.com,Xavier Niel,Angel (individual),Consumer Products and Services (B2C)
Qualtera,Marc Fournier,Venture Capital,Business Products and Services (B2B)
IJENKO,Eric Marty,Venture Capital,Information Technology
Advanced Accelerator Applications,Andreas Wicki,Venture Capital,Healthcare
Advanced Accelerator Applications,Sebastien Groyer,Venture Capital,Healthcare
Qualisteo,Jean-Philippe Gendre,Venture Capital,Information Technology
OuiCar,Fabienne Herlaut,Venture Capital,Consumer Products and Services (B2C)
OuiCar,Marc Simoncini,Venture Capital,Consumer Products and Services (B2C)
Foodpartners France,Patrick Ndoung,Venture Capital,Consumer Products and Services (B2C)
DealCircle (Other Financial Services),Alexander Aghassipour,Angel (individual),Financial Services
DealCircle (Other Financial Services),Karl Hampus Jakobsson,Angel (individual),Financial Services
DealCircle (Other Financial Services),Klaus Nyengaard,Angel (individual),Financial Services
DealCircle (Other Financial Services),Niels Carlsen,Venture Capital,Financial Services
OpenClassrooms,Guillaume Aubin,Venture Capital,Information Technology
Doctolib,Olivier Occelli,Venture Capital,Healthcare
Doctolib,Maxime Forgeot,Angel (individual),Healthcare
Wisembly,Guillaume Aubin,Venture Capital,Information Technology
Audebert,Pascal Fite,Venture Capital,Business Products and Services (B2B)
La Revue Parlementaire,Pascal Fite,Venture Capital,Consumer Products and Services (B2C)
OpinionWay,Emmanuel Simonneau,Venture Capital,Business Products and Services (B2B)
Oralys Group,Pascal Fite,Venture Capital,Consumer Products and Services (B2C)
SUCX,Guillaume Hemmerle,Venture Capital,Consumer Products and Services (B2C)
Will-Bridge,Emmanuel Simonneau,Venture Capital,Information Technology
WordAppeal,Emmanuel Simonneau,Venture Capital,Business Products and Services (B2B)
Vectrawave,Guillaume Hemmerle,Venture Capital,Information Technology
Aledia,Jiong Ma,Venture Capital,Information Technology
Aledia,Alessio Beverina,Venture Capital,Information Technology
Alltricks,Jean-Marc Patouillaud,Venture Capital,Consumer Products and Services (B2C)
Synthelis Biotech,Sandra Dubos,Venture Capital,Healthcare
Telerama Vodkaster,Samantha Jérusalmy,Venture Capital,Information Technology
Telerama Vodkaster,Romain Lavault,Venture Capital,Information Technology
Evaneos,Christophe Raynaud,Venture Capital,Consumer Products and Services (B2C)
Evaneos,Rodolphe Menegaux,Venture Capital,Consumer Products and Services (B2C)
BIOLIE,Julien Le Drogo,Venture Capital,Materials and Resources
Aldébarande,Stephane Traumat,Venture Capital,Business Products and Services (B2B)
Celyatis,Holger Wiemann,Angel (individual),Consumer Products and Services (B2C)
Levels3D,Franck Rougeau,Angel (individual),Information Technology
Lunch Corner,Mathieu Tarnus,Venture Capital,Consumer Products and Services (B2C)
Phonotonic,Anne-Laure Constanza,Angel (individual),Consumer Products and Services (B2C)
Phonotonic,Jean-David Chamboredon,Angel (individual),Consumer Products and Services (B2C)
Sézane,Guillaume Aubin,Venture Capital,Consumer Products and Services (B2C)
Spreading Apps,Bruno Guicheux,Venture Capital,Information Technology
Good Spot,Mircea Caratas,Angel (individual),Consumer Products and Services (B2C)
Good Spot,Philippe Develotte,Angel (individual),Consumer Products and Services (B2C)
Lucibel,Jean-Marc Bally,Venture Capital,Consumer Products and Services (B2C)
Lucibel,Roham Gharegozlou,Angel (individual),Consumer Products and Services (B2C)
MDoloris Medical Systems,Helene Cannard,Venture Capital,Healthcare
Cooltech Applications,Jean-Michel Barbier,Venture Capital,Business Products and Services (B2B)
Hydrelis,Alexandre Pelletier,Venture Capital,Business Products and Services (B2B)
Easilys,Valérie Allain-Dupre,Venture Capital,Information Technology
Privowny,Tanya Field,Venture Capital,Information Technology
Axess Vision Technology,Catherine Boule,Venture Capital,Healthcare
Deolan,Guillaume Dupont,Venture Capital,Information Technology
IGO (Media and Information Services),Philippe Darses,Venture Capital,Business Products and Services (B2B)
Sofialys,Gert Köhler,Venture Capital,Business Products and Services (B2B)
Step-In,Justin Ziegler,Angel (individual),Business Products and Services (B2B)
Step-In,Xavier Niel,Venture Capital,Business Products and Services (B2B)
Step-In,Steve Rosenblum,Angel (individual),Business Products and Services (B2B)
Step-In,Thierry Lunati,Angel (individual),Business Products and Services (B2B)
E-Blink,Francois Tison,Venture Capital,Information Technology
E-Blink,Pascal Vanluchene,Venture Capital,Information Technology
E-Blink,David Manjarres,Venture Capital,Information Technology
E-Blink,Nicolas Landrin,Venture Capital,Information Technology
BodyCap,Bruno Guicheux,Venture Capital,Healthcare
SoCloz,Rodolphe Menegaux,Venture Capital,Business Products and Services (B2B)
SoCloz,Oleg Tscheltzoff,Angel (individual),Business Products and Services (B2B)
CorWave,Antoine Papiernik,Venture Capital,Healthcare
Dymant,Romain Lavault,Venture Capital,Consumer Products and Services (B2C)
BIME Analytics,Jeremy Uzan,Venture Capital,Information Technology
Edicia,François Véron,Venture Capital,Information Technology
AmigoCAT,Jérémie Berrebi,Angel (individual),Information Technology
Flayr (Internet Retail),Simona Heidempergher,Venture Capital,Consumer Products and Services (B2C)
Zenchef,Samantha Jérusalmy,Venture Capital,Information Technology
Zenchef,Franck Lefeuvre,Angel (individual),Information Technology
Zenchef,Gilles Samoun,Angel (individual),Information Technology
Zenchef,Jeremie Le Febvre,Angel (individual),Information Technology
Zenchef,Nicolas Baudy,Angel (individual),Information Technology
Tinyclues,Xavier Lazarus,Venture Capital,Information Technology
Tinyclues,Jean-David Chamboredon,Venture Capital,Information Technology
Marbella Paris,Renaud Dutreuil,Angel (individual),Consumer Products and Services (B2C)
Younited Financial,Xavier Niel,Venture Capital,Information Technology
Proximis,Nicolas Tcherdakoff,Venture Capital,Information Technology
Proximis,Ilan Benhaim,Angel (individual),Information Technology
Proximis,Jacques-Antoine Granjon,Angel (individual),Information Technology
Proximis,Manuel Zebeida,Angel (individual),Information Technology
Egidium Technologies,Didier Herrmann,Angel (individual),Information Technology
Ceanothe,Michel de Guilhermier,Venture Capital,Consumer Products and Services (B2C)
INNOV8 Group,Michael Greve,Venture Capital,Business Products and Services (B2B)
Skiset,Jerome LeCoeur,Venture Capital,Consumer Products and Services (B2C)
Cyphoma,Francesco Maio,Angel (individual),Consumer Products and Services (B2C)
Famoco,Geoffroy Bragadir,Venture Capital,Information Technology
News Republic,Gert Köhler,Venture Capital,Consumer Products and Services (B2C)
News Republic,Cyril Bertrand,Venture Capital,Consumer Products and Services (B2C)
MorningCroissant,Ranjith Cherickel,Angel (individual),Consumer Products and Services (B2C)
NovaWatt,Dominique Agrech,Venture Capital,Energy
Visibrain,Gilles Debuchy,Venture Capital,Business Products and Services (B2B)
Comiteo,Jérôme Snollaerts,Venture Capital,Information Technology
Limonetik,Charles-Antoine Morand,Venture Capital,Information Technology
Limonetik,Pierre-Eric Leibovici,Venture Capital,Information Technology
360Learning,Daniel Caclin,Venture Capital,Information Technology
360Learning,Jean-David Chamboredon,Venture Capital,Information Technology
360Learning,Jérôme Traisnel,Angel (individual),Information Technology
360Learning,Luc Hardy,Angel (individual),Information Technology
360Learning,Patrick Ponsolle,Angel (individual),Information Technology
360Learning,Sacha Doliner,Angel (individual),Information Technology
Neelogy,Jean Francois Fourt,Venture Capital,Information Technology
Fluoptics,Nicolas Boulay,Venture Capital,Healthcare
MWM,Daniel Marhely,Angel (individual),Information Technology
Youboox,Gilbert Deininger,Angel (individual),Consumer Products and Services (B2C)
Youboox,Jean-Michel Rosaz,Angel (individual),Consumer Products and Services (B2C)
Youboox,Laurent Benhamou,Angel (individual),Consumer Products and Services (B2C)
Youboox,Philippe Dian,Angel (individual),Consumer Products and Services (B2C)
Revers.io,Jérôme Snollaerts,Venture Capital,Information Technology
Itris Automation Square,Gwenaël Hamon,Venture Capital,Information Technology
TalentSoft,Anthony Zappalà,Venture Capital,Information Technology
Target2Sell,Frédéric Aries,Angel (individual),Information Technology
Target2Sell,Hubert Catanese,Angel (individual),Information Technology
Target2Sell,Thomas Herlin,Angel (individual),Information Technology
Target2Sell,Xavier Jacopy,Angel (individual),Information Technology
Vestiaire Collective,James Bilefield,Angel (individual),Consumer Products and Services (B2C)
Vestiaire Collective,Claire Houry,Venture Capital,Consumer Products and Services (B2C)
Fitnext,Nicolas Tcherdakoff,Venture Capital,Information Technology
Izypeo,Daniel Caclin,Venture Capital,Information Technology
Videdressing,Pradeep Raman,Venture Capital,Consumer Products and Services (B2C)
Streamdata.io,Bruno Rivet,Venture Capital,Information Technology
Streamdata.io,Guillaume Hemmerle,Venture Capital,Information Technology
Techlimed,Sebastien Touvron,Venture Capital,Information Technology
TravelCar,Pierre-Antoine Durgeat,Angel (individual),Consumer Products and Services (B2C)
Pandacraft,Pauline Roux,Venture Capital,Consumer Products and Services (B2C)
Sunpartner Technologies,Roland Rémondet,Venture Capital,Energy
Sunpartner Technologies,Arnaud Delattre,Venture Capital,Energy
AlephD,Romain Lavault,Venture Capital,Business Products and Services (B2B)
Withings,Emanuele Levi,Venture Capital,Healthcare
Withings,Jean Bourcereau,Venture Capital,Healthcare
Wizbii,Olivier Heckmann,Angel (individual),Consumer Products and Services (B2C)
Wizbii,Véronique Di Benedetto,Angel (individual),Consumer Products and Services (B2C)
Wizbii,Vincent Gentil,Angel (individual),Consumer Products and Services (B2C)
Boa Concept,Bernard Vey,Venture Capital,Information Technology
Boa Concept,Mathieu Viallard,Venture Capital,Information Technology
Sojeans,Carlalberto Guglielminotti,Venture Capital,Consumer Products and Services (B2C)
Sojeans,Alain Caffi,Venture Capital,Consumer Products and Services (B2C)
Firalis,Bernard Daugeras,Venture Capital,Healthcare
JobAroundMe,Olivier Mathiot,Angel (individual),Consumer Products and Services (B2C)
Wandercraft,Valéry Huot,Venture Capital,Healthcare
Wandercraft,Xavier Niel,Venture Capital,Healthcare
Clic and Walk,François Paulus,Venture Capital,Information Technology
PathoQuest,Jean-Pascal Beaufret,Venture Capital,Healthcare
PathoQuest,Thierry Laugel,Venture Capital,Healthcare
eNovance,Benjamin Py,Venture Capital,Information Technology
Rad (Clothing),Martin Mignot,Venture Capital,Consumer Products and Services (B2C)
Trainline (UK),Martin Mignot,Venture Capital,Information Technology
Sejourning,Stéphane Thioly,Venture Capital,Consumer Products and Services (B2C)
Mediarithmics,Marc Simoncini,Venture Capital,Business Products and Services (B2B)
Evioo,Philippe Bouvier,Angel (individual),Consumer Products and Services (B2C)
Acerde,Jean Francois Fourt,Venture Capital,Information Technology
Unowhy,Benoit Habert,Venture Capital,Consumer Products and Services (B2C)
Unowhy,Simon Gazikian,Angel (individual),Consumer Products and Services (B2C)
Gemmyo,Rodolphe Menegaux,Venture Capital,Consumer Products and Services (B2C)
Gemmyo,Kevin D'Silva,Angel (individual),Consumer Products and Services (B2C)
Netatmo,Olivier Huez,Venture Capital,Consumer Products and Services (B2C)
Netatmo,Pascal Cagni,Angel (individual),Consumer Products and Services (B2C)
Fidzup,Gastón Bilder,Angel (individual),Business Products and Services (B2B)
Miliboo,Jacques Chatain,Venture Capital,Consumer Products and Services (B2C)
Miliboo,Guillaume Hemmerle,Venture Capital,Consumer Products and Services (B2C)
StickyADS.tv,Claire Houry,Venture Capital,Business Products and Services (B2B)
Biotex,Géraud de Ferrières,Venture Capital,Consumer Products and Services (B2C)
Golaem,Emmanuel Gaude,Venture Capital,Information Technology
Bonitasoft,Philippe Granger,Venture Capital,Information Technology
Bonitasoft,Claire Houry,Venture Capital,Information Technology
Robocath,Bruno Guicheux,Venture Capital,Healthcare
Medgicnet,François Poirier,Venture Capital,Healthcare
Safe Orthopaedics,Thierry Laugel,Venture Capital,Healthcare
KelDoc,Jeremy Uzan,Venture Capital,Healthcare
Woufbox,Michel de Guilhermier,Venture Capital,Consumer Products and Services (B2C)
Woufbox,Gilles Enguehard,Venture Capital,Consumer Products and Services (B2C)
Genticel,Chahra Louafi,Venture Capital,Healthcare
Genticel,Rainer Strohmenger,Venture Capital,Healthcare
Boxtal,Marion Chanéac,Venture Capital,Information Technology
Adents,Guillaume Dupont,Venture Capital,Information Technology
SpineVision,Renee Julie Elisabeth Aguiar-Lucander,Venture Capital,Healthcare
BW Ideol,Pascal Voulton,Venture Capital,Energy
BW Ideol,Julien Catherine,Venture Capital,Energy
PulseSight Therapeutics,Chahra Louafi,Venture Capital,Healthcare
PulseSight Therapeutics,Catherine Boule,Venture Capital,Healthcare
Carnet de Mode,Claude Rameau,Angel (individual),Consumer Products and Services (B2C)
Carnet de Mode,Samantha Jérusalmy,Venture Capital,Consumer Products and Services (B2C)
Carnet de Mode,Eric Pinot,Angel (individual),Consumer Products and Services (B2C)
Carnet de Mode,Gaël Duval,Angel (individual),Consumer Products and Services (B2C)
Carnet de Mode,Xavier Dura,Angel (individual),Consumer Products and Services (B2C)
XOR.MOTORS,Charles-Antoine Morand,Venture Capital,Consumer Products and Services (B2C)
GenSight Biologics,Genghis Lloyd-Harris,Venture Capital,Healthcare
GenSight Biologics,Francesco De Rubertis,Venture Capital,Healthcare
GenSight Biologics,Guido Magni,Venture Capital,Healthcare
MedDay Pharmaceuticals,Chahra Louafi,Venture Capital,Healthcare
MedDay Pharmaceuticals,Rafaele Tordjman,Venture Capital,Healthcare
Brazeco,François Véron,Venture Capital,Materials and Resources
InstantLuxe.com,Jean-David Chamboredon,Venture Capital,Consumer Products and Services (B2C)
SuperSonic Imagine,Bernard Daugeras,Venture Capital,Healthcare
SuperSonic Imagine,Erich Schlick,Venture Capital,Healthcare
MeilleursAgents,Guillaume Aubin,Venture Capital,Consumer Products and Services (B2C)
MyFox,Charles-Henry Tranie,Venture Capital,Information Technology
MyFox,John-Jacques Bertrand,Venture Capital,Information Technology
Cellnovo,Rajesh Parekh,Venture Capital,Healthcare
Cellnovo,Philippe Peltier,Venture Capital,Healthcare
Cellnovo,Bart Bergstein,Venture Capital,Healthcare
Cellnovo,John Littlechild,Venture Capital,Healthcare
Cellnovo,John Milad,Venture Capital,Healthcare
Carlina Technologies,Bertrand Distinguin,Venture Capital,Healthcare
Green Communications,Jérôme Faul,Venture Capital,Information Technology
Ad Valem Technologies,Jean Bourcereau,Venture Capital,Information Technology
Nexess,David Manjarres,Venture Capital,Information Technology
Monbento,Charles-Antoine Morand,Venture Capital,Consumer Products and Services (B2C)
Aqualeg,Jérôme Guéret,Venture Capital,Healthcare
Quertech Ingenierie,Eric Cozanet,Venture Capital,Business Products and Services (B2B)
Innes,Gilles Debuchy,Venture Capital,Information Technology
Sparkow,Didier Moret,Venture Capital,Information Technology
Sparkow,Cyril Bertrand,Venture Capital,Information Technology
